Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.03     0.00        7     0.00     0.00  file_timestamp_cons
  0.00      0.03     0.00        6     0.00     0.19  eval
  0.00      0.03     0.00        6     0.00     0.01  eval_makefile
  0.00      0.03     0.00        6     0.00     0.00  f_mtime
  0.00      0.03     0.00        6     0.00     0.00  handle_special_var
  0.00      0.03     0.00        6     0.00     0.00  name_mtime
  0.00      0.03     0.00        6     0.00     2.81  try_implicit_rule
  0.00      0.03     0.00        4     0.00     0.01  define_makeflags
  0.00      0.03     0.00        4     0.00     0.00  directory_contents_hash_1
  0.00      0.03     0.00        4     0.00     0.00  reap_children
  0.00      0.03     0.00        3     0.00     0.00  start_waiting_jobs
  0.00      0.03     0.00        2     0.00     0.00  block_sigs
  0.00      0.03     0.00        2     0.00     0.00  chop_commands
  0.00      0.03     0.00        2     0.00     0.00  decode_env_switches
  0.00      0.03     0.00        2     0.00     0.00  expand_argument
  0.00      0.03     0.00        2     0.00     0.00  expand_builtin_function
  0.00      0.03     0.00        2     0.00     0.00  func_strip
  0.00      0.03     0.00        2     0.00     0.00  hash_free
  0.00      0.03     0.00        2     0.00     0.00  job_next_command
  0.00      0.03     0.00        2     0.00     0.00  log_working_directory
  0.00      0.03     0.00        2     0.00     0.00  lookup_pattern_var
  0.00      0.03     0.00        2     0.00     0.11  remake_file
  0.00      0.03     0.00        2     0.00     0.00  sindex
  0.00      0.03     0.00        2     0.00     0.00  unblock_sigs
  0.00      0.03     0.00        2     0.00     8.55  update_goal_chain
  0.00      0.03     0.00        1     0.00     0.01  build_vpath_lists
  0.00      0.03     0.00        1     0.00     0.00  check_dep
  0.00      0.03     0.00        1     0.00     0.00  construct_command_argv
  0.00      0.03     0.00        1     0.00     0.00  construct_command_argv_internal
  0.00      0.03     0.00        1     0.00     0.00  construct_include_path
  0.00      0.03     0.00        1     0.00     0.01  construct_vpath_list
  0.00      0.03     0.00        1     0.00     8.01  convert_to_pattern
  0.00      0.03     0.00        1     0.00     0.02  count_implicit_rule_limits
  0.00      0.03     0.00        1     0.00     0.00  decode_debug_flags
  0.00      0.03     0.00        1     0.00     0.00  decode_switches
  0.00      0.03     0.00        1     0.00     0.06  define_automatic_variables
  0.00      0.03     0.00        1     0.00     0.20  define_default_variables
  0.00      0.03     0.00        1     0.00     0.00  die
  0.00      0.03     0.00        1     0.00     0.00  dir_name
  0.00      0.03     0.00        1     0.00     0.00  directory_contents_hash_cmp
  0.00      0.03     0.00        1     0.00     0.21  execute_file_commands
  0.00      0.03     0.00        1     0.00     0.00  file_timestamp_now
  0.00      0.03     0.00        1     0.00     0.00  find_next_token
  0.00      0.03     0.00        1     0.00     0.00  free_child
  0.00      0.03     0.00        1     0.00     0.00  hash_delete
  0.00      0.03     0.00        1     0.00     0.00  hash_delete_at
  0.00      0.03     0.00        1     0.00     0.00  hash_dump
  0.00      0.03     0.00        1     0.00     0.00  hash_init_directories
  0.00      0.03     0.00        1     0.00     0.10  hash_init_function_table
  0.00      0.03     0.00        1     0.00     0.10  hash_load
  0.00      0.03     0.00        1     0.00     0.00  init_hash_files
  0.00      0.03     0.00        1     0.00     0.00  init_hash_global_variable_set
  0.00      0.03     0.00        1     0.00     0.00  init_switches
  0.00      0.03     0.00        1     0.00     0.00  initialize_file_variables
  0.00      0.03     0.00        1     0.00     0.10  initialize_global_hash_tables
  0.00      0.03     0.00        1     0.00     2.37  install_default_implicit_rules
  0.00      0.03     0.00        1     0.00     0.16  install_default_suffix_rules
  0.00      0.03     0.00        1     0.00     0.00  message
  0.00      0.03     0.00        1     0.00     0.18  new_job
  0.00      0.03     0.00        1     0.00     1.20  read_all_makefiles
  0.00      0.03     0.00        1     0.00     0.00  remote_cleanup
  0.00      0.03     0.00        1     0.00     0.00  remote_setup
  0.00      0.03     0.00        1     0.00     0.00  remove_intermediates
  0.00      0.03     0.00        1     0.00     0.00  set_command_state
  0.00      0.03     0.00        1     0.00     0.01  set_default_suffixes
  0.00      0.03     0.00        1     0.00     0.03  set_file_variables
  0.00      0.03     0.00        1     0.00     0.55  snap_deps
  0.00      0.03     0.00        1     0.00     0.18  start_job_command
  0.00      0.03     0.00        1     0.00     0.00  start_remote_job_p
  0.00      0.03     0.00        1     0.00     0.18  start_waiting_job
  0.00      0.03     0.00        1     0.00     0.00  subst_expand
  0.00      0.03     0.00        1     0.00     0.18  target_environment
  0.00      0.03     0.00        1     0.00     0.00  uniquize_deps
  0.00      0.03     0.00        1     0.00     0.00  user_access

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 33.33% of 0.03 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.03                 main [1]
                0.00    0.02       2/2           update_goal_chain [4]
                0.00    0.01       1/1           convert_to_pattern [10]
                0.00    0.00       1/1           install_default_implicit_rules [18]
                0.00    0.00       1/1           read_all_makefiles [21]
                0.00    0.00       1/1           snap_deps [30]
                0.00    0.00       1/1           define_default_variables [39]
                0.00    0.00      51/322         define_variable_in_set [24]
                0.00    0.00       1/1           install_default_suffix_rules [45]
                0.00    0.00       1/1           initialize_global_hash_tables [48]
                0.00    0.00       1/1           define_automatic_variables [50]
                0.00    0.00       4/4           define_makeflags [52]
                0.00    0.00       1/1           count_implicit_rule_limits [53]
                0.00    0.00       1/1           build_vpath_lists [54]
                0.00    0.00       1/1           set_default_suffixes [58]
                0.00    0.00       1/67          lookup_variable [33]
                0.00    0.00       1/139         enter_file [31]
                0.00    0.00       2/2           decode_env_switches [62]
                0.00    0.00       6/25          xrealloc [99]
                0.00    0.00       6/6           f_mtime [108]
                0.00    0.00       1/1           user_access [150]
                0.00    0.00       1/608         xstrdup [75]
                0.00    0.00       1/1           decode_switches [129]
                0.00    0.00       1/1           decode_debug_flags [128]
                0.00    0.00       1/50          concat [96]
                0.00    0.00       1/1           construct_include_path [127]
                0.00    0.00       1/1           remote_setup [144]
                0.00    0.00       1/2529        xmalloc [64]
                0.00    0.00       1/1           die [130]
-----------------------------------------------
[2]     57.0    0.00    0.02       7+10      <cycle 3 as a whole> [2]
                0.00    0.02       8             update_file_1 <cycle 3> [3]
                0.00    0.00       8             update_file <cycle 3> [106]
-----------------------------------------------
                                   8             update_file <cycle 3> [106]
[3]     57.0    0.00    0.02       8         update_file_1 <cycle 3> [3]
                0.00    0.02       6/6           try_implicit_rule [6]
                0.00    0.00       2/2           remake_file [37]
                0.00    0.00       6/8           notice_finished_file [105]
                                   1             check_dep <cycle 3> [125]
-----------------------------------------------
                0.00    0.02       2/2           main [1]
[4]     57.0    0.00    0.02       2         update_goal_chain [4]
                0.00    0.02       7/7           update_file <cycle 3> [106]
                0.00    0.00       2/9           copy_dep_chain [103]
                0.00    0.00       2/3           start_waiting_jobs [113]
                0.00    0.00       2/4           reap_children [112]
-----------------------------------------------
                                  48             pattern_search [5]
                0.01    0.01       6/6           try_implicit_rule [6]
[5]     56.3    0.01    0.01       6+48      pattern_search [5]
                0.00    0.00     402/402         file_impossible_p [19]
                0.00    0.00     345/348         file_exists_p [20]
                0.00    0.00     372/742         lookup_file [16]
                0.00    0.00     372/372         vpath_search [26]
                0.00    0.00      48/48          file_impossible [32]
                0.00    0.00     108/2529        xmalloc [64]
                0.00    0.00      54/637         ar_name [73]
                                  48             pattern_search [5]
-----------------------------------------------
                0.00    0.02       6/6           update_file_1 <cycle 3> [3]
[6]     56.3    0.00    0.02       6         try_implicit_rule [6]
                0.01    0.01       6/6           pattern_search [5]
                0.00    0.00       6/637         ar_name [73]
-----------------------------------------------
                0.00    0.00       1/2881        hash_delete [61]
                0.00    0.00      50/2881        target_environment [44]
                0.00    0.00      76/2881        hash_insert [36]
                0.00    0.00      97/2881        dir_contents_file_exists_p [22]
                0.00    0.00     139/2881        enter_file [31]
                0.00    0.00     322/2881        define_variable_in_set [24]
                0.00    0.00     869/2881        find_directory [14]
                0.00    0.00    1327/2881        hash_find_item [13]
[7]     33.3    0.00    0.01    2881         hash_find_slot [7]
                0.01    0.00     207/207         file_hash_2 [8]
                0.00    0.00    1015/1015        directory_hash_cmp [65]
                0.00    0.00     881/881         file_hash_1 [67]
                0.00    0.00     865/865         directory_hash_1 [69]
                0.00    0.00     633/633         dirfile_hash_1 [74]
                0.00    0.00     468/468         variable_hash_1 [77]
                0.00    0.00     451/451         dirfile_hash_cmp [78]
                0.00    0.00     353/353         file_hash_cmp [81]
                0.00    0.00     254/254         dirfile_hash_2 [83]
                0.00    0.00     179/179         variable_hash_cmp [87]
                0.00    0.00     162/162         directory_hash_2 [89]
                0.00    0.00      72/72          variable_hash_2 [94]
                0.00    0.00      30/30          function_table_entry_hash_1 [98]
                0.00    0.00      15/15          function_table_entry_hash_cmp [100]
                0.00    0.00       9/9           function_table_entry_hash_2 [104]
                0.00    0.00       4/4           directory_contents_hash_1 [111]
                0.00    0.00       1/1           directory_contents_hash_cmp [131]
-----------------------------------------------
                0.01    0.00     207/207         hash_find_slot [7]
[8]     33.3    0.01    0.00     207         file_hash_2 [8]
-----------------------------------------------
                0.00    0.00       9/38          install_pattern_rule [17]
                0.01    0.00      29/38          create_pattern_rule [12]
[9]     33.3    0.01    0.00      38         new_pattern_rule [9]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[10]    26.7    0.00    0.01       1         convert_to_pattern [10]
                0.00    0.01      29/29          convert_suffix_rule [11]
                0.00    0.00     110/742         lookup_file [16]
-----------------------------------------------
                0.00    0.01      29/29          convert_to_pattern [10]
[11]    25.4    0.00    0.01      29         convert_suffix_rule [11]
                0.00    0.01      29/29          create_pattern_rule [12]
                0.00    0.00      94/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.01      29/29          convert_suffix_rule [11]
[12]    25.4    0.00    0.01      29         create_pattern_rule [12]
                0.01    0.00      29/38          new_pattern_rule [9]
                0.00    0.00      87/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00       2/1327        lookup_function [57]
                0.00    0.00      95/1327        lookup_variable [33]
                0.00    0.00     240/1327        file_impossible_p [19]
                0.00    0.00     248/1327        dir_contents_file_exists_p [22]
                0.00    0.00     742/1327        lookup_file [16]
[13]    15.4    0.00    0.00    1327         hash_find_item [13]
                0.00    0.00    1327/2881        hash_find_slot [7]
-----------------------------------------------
                0.00    0.00       1/865         dir_name [60]
                0.00    0.00      48/865         file_impossible [32]
                0.00    0.00     402/865         file_impossible_p [19]
                0.00    0.00     414/865         dir_file_exists_p [15]
[14]    10.1    0.00    0.00     865         find_directory [14]
                0.00    0.00     869/2881        hash_find_slot [7]
                0.00    0.00      15/2529        xmalloc [64]
                0.00    0.00      15/673         hash_insert_at [72]
                0.00    0.00      12/680         savestring [71]
                0.00    0.00       3/12          hash_init [101]
-----------------------------------------------
                0.00    0.00       1/414         construct_vpath_list [55]
                0.00    0.00       3/414         count_implicit_rule_limits [53]
                0.00    0.00      62/414         selective_vpath_search [27]
                0.00    0.00     348/414         file_exists_p [20]
[15]     8.8    0.00    0.00     414         dir_file_exists_p [15]
                0.00    0.00     414/865         find_directory [14]
                0.00    0.00     414/414         dir_contents_file_exists_p [22]
-----------------------------------------------
                0.00    0.00       2/742         record_files [40]
                0.00    0.00       6/742         eval_makefile <cycle 2> [49]
                0.00    0.00     110/742         convert_to_pattern [10]
                0.00    0.00     124/742         selective_vpath_search [27]
                0.00    0.00     128/742         snap_deps [30]
                0.00    0.00     372/742         pattern_search [5]
[16]     8.6    0.00    0.00     742         lookup_file [16]
                0.00    0.00     742/1327        hash_find_item [13]
-----------------------------------------------
                0.00    0.00       9/9           install_default_implicit_rules [18]
[17]     7.9    0.00    0.00       9         install_pattern_rule [17]
                0.00    0.00       9/38          new_pattern_rule [9]
                0.00    0.00      45/2529        xmalloc [64]
                0.00    0.00       9/680         savestring [71]
                0.00    0.00       9/66          find_percent [95]
                0.00    0.00       9/111         parse_file_seq [93]
                0.00    0.00       9/111         multi_glob [92]
                0.00    0.00       9/608         xstrdup [75]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[18]     7.9    0.00    0.00       1         install_default_implicit_rules [18]
                0.00    0.00       9/9           install_pattern_rule [17]
-----------------------------------------------
                0.00    0.00     402/402         pattern_search [5]
[19]     7.4    0.00    0.00     402         file_impossible_p [19]
                0.00    0.00     402/865         find_directory [14]
                0.00    0.00     240/1327        hash_find_item [13]
-----------------------------------------------
                0.00    0.00       3/348         read_all_makefiles [21]
                0.00    0.00     345/348         pattern_search [5]
[20]     7.4    0.00    0.00     348         file_exists_p [20]
                0.00    0.00     348/414         dir_file_exists_p [15]
                0.00    0.00     348/637         ar_name [73]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[21]     4.0    0.00    0.00       1         read_all_makefiles [21]
                0.00    0.00       1/1           eval_makefile <cycle 2> [49]
                0.00    0.00       3/348         file_exists_p [20]
                0.00    0.00       1/322         define_variable_in_set [24]
                0.00    0.00       1/314         allocated_variable_expand_for_file <cycle 1> [85]
                0.00    0.00       1/1           find_next_token [133]
-----------------------------------------------
                0.00    0.00     414/414         dir_file_exists_p [15]
[22]     4.0    0.00    0.00     414         dir_contents_file_exists_p [22]
                0.00    0.00     248/1327        hash_find_item [13]
                0.00    0.00      97/2881        hash_find_slot [7]
                0.00    0.00      97/2529        xmalloc [64]
                0.00    0.00      97/680         savestring [71]
                0.00    0.00      97/673         hash_insert_at [72]
-----------------------------------------------
[23]     3.9    0.00    0.00       1+11      <cycle 2 as a whole> [23]
                0.00    0.00       6             eval_makefile <cycle 2> [49]
-----------------------------------------------
                0.00    0.00       1/322         set_default_suffixes [58]
                0.00    0.00       1/322         read_all_makefiles [21]
                0.00    0.00       8/322         set_file_variables [51]
                0.00    0.00       8/322         define_makeflags [52]
                0.00    0.00      18/322         define_automatic_variables [50]
                0.00    0.00      51/322         main [1]
                0.00    0.00      58/322         define_default_variables [39]
                0.00    0.00     177/322         do_variable_definition [29]
[24]     3.7    0.00    0.00     322         define_variable_in_set [24]
                0.00    0.00     322/2881        hash_find_slot [7]
                0.00    0.00     321/608         xstrdup [75]
                0.00    0.00     304/2529        xmalloc [64]
                0.00    0.00     304/680         savestring [71]
                0.00    0.00     304/673         hash_insert_at [72]
-----------------------------------------------
                                   6             eval_makefile <cycle 2> [49]
[25]     3.7    0.00    0.00       6         eval <cycle 2> [25]
                0.00    0.00     219/219         try_variable_definition [28]
                0.00    0.00      48/48          record_files [40]
                0.00    0.00     122/314         variable_expand_string <cycle 1> [59]
                0.00    0.00       5/314         allocated_variable_expand_for_file <cycle 1> [85]
                0.00    0.00     490/490         readline [76]
                0.00    0.00     403/403         collapse_continuations [79]
                0.00    0.00     355/355         remove_comments [80]
                0.00    0.00     321/963         find_char_unquote [66]
                0.00    0.00     170/170         get_next_mword [88]
                0.00    0.00     101/111         parse_file_seq [93]
                0.00    0.00     101/111         multi_glob [92]
                0.00    0.00      48/767         next_token [70]
                0.00    0.00      19/870         variable_buffer_output [68]
                0.00    0.00      13/2529        xmalloc [64]
                0.00    0.00       2/25          xrealloc [99]
                                   5             eval_makefile <cycle 2> [49]
-----------------------------------------------
                0.00    0.00     372/372         pattern_search [5]
[26]     2.8    0.00    0.00     372         vpath_search [26]
                0.00    0.00      62/62          selective_vpath_search [27]
-----------------------------------------------
                0.00    0.00      62/62          vpath_search [26]
[27]     2.8    0.00    0.00      62         selective_vpath_search [27]
                0.00    0.00     124/742         lookup_file [16]
                0.00    0.00      62/414         dir_file_exists_p [15]
                0.00    0.00      62/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00     219/219         eval <cycle 2> [25]
[28]     2.6    0.00    0.00     219         try_variable_definition [28]
                0.00    0.00     171/177         do_variable_definition [29]
                0.00    0.00     171/314         allocated_variable_expand_for_file <cycle 1> [85]
                0.00    0.00     342/767         next_token [70]
-----------------------------------------------
                0.00    0.00       6/177         eval_makefile <cycle 2> [49]
                0.00    0.00     171/177         try_variable_definition [28]
[29]     2.2    0.00    0.00     177         do_variable_definition [29]
                0.00    0.00     177/322         define_variable_in_set [24]
                0.00    0.00       6/67          lookup_variable [33]
                0.00    0.00       6/314         allocated_variable_expand_for_file <cycle 1> [85]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[30]     1.8    0.00    0.00       1         snap_deps [30]
                0.00    0.00     128/742         lookup_file [16]
                0.00    0.00      30/139         enter_file [31]
                0.00    0.00       1/1           hash_dump [136]
-----------------------------------------------
                0.00    0.00       1/139         set_file_variables [51]
                0.00    0.00       1/139         set_default_suffixes [58]
                0.00    0.00       1/139         main [1]
                0.00    0.00       6/139         eval_makefile <cycle 2> [49]
                0.00    0.00      30/139         snap_deps [30]
                0.00    0.00      45/139         install_default_suffix_rules [45]
                0.00    0.00      55/139         record_files [40]
[31]     1.6    0.00    0.00     139         enter_file [31]
                0.00    0.00     139/2881        hash_find_slot [7]
                0.00    0.00     131/2529        xmalloc [64]
                0.00    0.00     131/673         hash_insert_at [72]
-----------------------------------------------
                0.00    0.00      48/48          pattern_search [5]
[32]     1.1    0.00    0.00      48         file_impossible [32]
                0.00    0.00      48/865         find_directory [14]
                0.00    0.00      48/76          hash_insert [36]
                0.00    0.00      48/2529        xmalloc [64]
                0.00    0.00      48/608         xstrdup [75]
-----------------------------------------------
                0.00    0.00       1/67          variable_expand_string <cycle 1> [59]
                0.00    0.00       1/67          main [1]
                0.00    0.00       6/67          do_variable_definition [29]
                0.00    0.00      59/67          reference_variable <cycle 1> [35]
[33]     1.1    0.00    0.00      67         lookup_variable [33]
                0.00    0.00      95/1327        hash_find_item [13]
                0.00    0.00       6/6           handle_special_var [109]
-----------------------------------------------
[34]     1.0    0.00    0.00     314+910     <cycle 1 as a whole> [34]
                0.00    0.00      59             reference_variable <cycle 1> [35]
                0.00    0.00      62             handle_function <cycle 1> [56]
                0.00    0.00     358             variable_expand_string <cycle 1> [59]
                0.00    0.00     236             variable_expand <cycle 1> [84]
                0.00    0.00     232             allocated_variable_expand_for_file <cycle 1> [85]
                0.00    0.00     232             variable_expand_for_file <cycle 1> [86]
                0.00    0.00      43             recursively_expand_for_file <cycle 1> [97]
-----------------------------------------------
                                  59             variable_expand_string <cycle 1> [59]
[35]     1.0    0.00    0.00      59         reference_variable <cycle 1> [35]
                0.00    0.00      59/67          lookup_variable [33]
                0.00    0.00      43/870         variable_buffer_output [68]
                                  40             recursively_expand_for_file <cycle 1> [97]
-----------------------------------------------
                0.00    0.00      28/76          hash_load [47]
                0.00    0.00      48/76          file_impossible [32]
[36]     0.9    0.00    0.00      76         hash_insert [36]
                0.00    0.00      76/2881        hash_find_slot [7]
                0.00    0.00      76/673         hash_insert_at [72]
-----------------------------------------------
                0.00    0.00       2/2           update_file_1 <cycle 3> [3]
[37]     0.7    0.00    0.00       2         remake_file [37]
                0.00    0.00       1/1           execute_file_commands [38]
                0.00    0.00       1/2           chop_commands [115]
                0.00    0.00       1/8           notice_finished_file [105]
-----------------------------------------------
                0.00    0.00       1/1           remake_file [37]
[38]     0.7    0.00    0.00       1         execute_file_commands [38]
                0.00    0.00       1/1           new_job [41]
                0.00    0.00       1/1           set_file_variables [51]
                0.00    0.00       1/1           initialize_file_variables [141]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[39]     0.7    0.00    0.00       1         define_default_variables [39]
                0.00    0.00      58/322         define_variable_in_set [24]
-----------------------------------------------
                0.00    0.00      48/48          eval <cycle 2> [25]
[40]     0.7    0.00    0.00      48         record_files [40]
                0.00    0.00      55/139         enter_file [31]
                0.00    0.00       2/742         lookup_file [16]
                0.00    0.00      55/66          find_percent [95]
                0.00    0.00      35/2529        xmalloc [64]
                0.00    0.00      35/680         savestring [71]
                0.00    0.00       7/9           copy_dep_chain [103]
-----------------------------------------------
                0.00    0.00       1/1           execute_file_commands [38]
[41]     0.6    0.00    0.00       1         new_job [41]
                0.00    0.00       1/1           start_waiting_job [43]
                0.00    0.00       1/314         allocated_variable_expand_for_file <cycle 1> [85]
                0.00    0.00       2/4           reap_children [112]
                0.00    0.00       2/2529        xmalloc [64]
                0.00    0.00       1/3           start_waiting_jobs [113]
                0.00    0.00       1/2           chop_commands [115]
                0.00    0.00       1/2           job_next_command [120]
-----------------------------------------------
                0.00    0.00       1/1           start_waiting_job [43]
[42]     0.6    0.00    0.00       1         start_job_command [42]
                0.00    0.00       1/1           target_environment [44]
                0.00    0.00       1/1           construct_command_argv [63]
                0.00    0.00       1/1           message [142]
                0.00    0.00       1/2           block_sigs [114]
                0.00    0.00       1/1           set_command_state [146]
-----------------------------------------------
                0.00    0.00       1/1           new_job [41]
[43]     0.6    0.00    0.00       1         start_waiting_job [43]
                0.00    0.00       1/1           start_job_command [42]
                0.00    0.00       1/1           start_remote_job_p [147]
                0.00    0.00       1/2           unblock_sigs [124]
-----------------------------------------------
                0.00    0.00       1/1           start_job_command [42]
[44]     0.6    0.00    0.00       1         target_environment [44]
                0.00    0.00      50/2881        hash_find_slot [7]
                0.00    0.00       1/1           hash_delete [61]
                0.00    0.00       2/314         recursively_expand_for_file <cycle 1> [97]
                0.00    0.00      50/673         hash_insert_at [72]
                0.00    0.00      49/50          concat [96]
                0.00    0.00       2/2529        xmalloc [64]
                0.00    0.00       1/12          hash_init [101]
                0.00    0.00       1/2           hash_free [119]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[45]     0.5    0.00    0.00       1         install_default_suffix_rules [45]
                0.00    0.00      45/139         enter_file [31]
                0.00    0.00      45/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00       1/1           initialize_global_hash_tables [48]
[46]     0.3    0.00    0.00       1         hash_init_function_table [46]
                0.00    0.00       1/1           hash_load [47]
                0.00    0.00       1/12          hash_init [101]
-----------------------------------------------
                0.00    0.00       1/1           hash_init_function_table [46]
[47]     0.3    0.00    0.00       1         hash_load [47]
                0.00    0.00      28/76          hash_insert [36]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[48]     0.3    0.00    0.00       1         initialize_global_hash_tables [48]
                0.00    0.00       1/1           hash_init_function_table [46]
                0.00    0.00       1/1           init_hash_files [138]
                0.00    0.00       1/1           init_hash_global_variable_set [139]
                0.00    0.00       1/1           hash_init_directories [137]
-----------------------------------------------
                                   5             eval <cycle 2> [25]
                0.00    0.00       1/1           read_all_makefiles [21]
[49]     0.2    0.00    0.00       6         eval_makefile <cycle 2> [49]
                0.00    0.00       6/177         do_variable_definition [29]
                0.00    0.00       6/742         lookup_file [16]
                0.00    0.00       6/139         enter_file [31]
                0.00    0.00      12/2529        xmalloc [64]
                0.00    0.00       6/608         xstrdup [75]
                                   6             eval <cycle 2> [25]
